tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes
tt0002437,short,A Prize Package,A Prize Package,0,1912,\N,\N,"Comedy,Short",\N,\N,9.0,14
tt0002440,short,The Prospector,The Prospector,0,1912,\N,8,"Short,Western",nm0533615,nm0533615,4.1,35
tt0002441,short,A Pueblo Legend,A Pueblo Legend,0,1912,\N,24,"Romance,Short",nm0000428,nm0000428,5.4,41
tt0002443,short,A Question of Seconds,A Question of Seconds,0,1912,\N,12,"Short,Thriller",\N,\N,4.7,23
tt0002445,movie,Quo Vadis?,Quo Vadis?,0,1913,\N,120,"Drama,History",nm0345500,"nm0797197,nm0345500",6.1,519
tt0002449,short,The Railway of Death,Le Railway de la mort,0,1912,\N,17,"Short,Western",nm0243796,\N,6.5,75
tt0002451,short,The Raven,The Raven,0,1912,\N,\N,"Drama,Short",\N,nm0000590,8.5,25
tt0002452,movie,The Independence of Romania,Independenta Romaniei,0,1912,\N,120,"History,War","nm0218404,nm0108345","nm0108345,nm0218404,nm2384492,nm0636620",6.3,284
tt0002461,movie,The Life and Death of King Richard III,Richard III,0,1912,\N,55,Drama,"nm0130633,nm0443857","nm0443857,nm0000636",5.7,349
tt0002465,short,Robin Hood,Robin Hood,0,1912,\N,30,"Adventure,Drama,Romance","nm0036048,nm0085133",nm0050369,5.3,88
tt0002466,short,Romance of the Rails,Romance of the Rails,0,1912,\N,13,"Drama,Short",nm0789748,nm0364779,5.1,15
tt0002473,short,The Sands of Dee,The Sands of Dee,0,1912,\N,17,"Romance,Short",nm0000428,nm0455504,6.5,106
tt0002475,short,Saved from the Titanic,Saved from the Titanic,0,1912,\N,10,"Drama,Short",nm0036048,nm0316947,6.1,139
tt0002477,short,Specter of the Sea,Der Schatten des Meeres,0,1912,\N,40,"Drama,Horror,Short",nm0823150,\N,6.2,16
tt0002478,short,The School Teacher and the Waif,The School Teacher and the Waif,0,1912,\N,17,"Comedy,Drama,Short",nm0000428,\N,5.7,98
tt0002484,short,The Seventh Son,The Seventh Son,0,1912,\N,\N,"Drama,Short",nm0717281,nm0717281,5.8,60
tt0002497,short,"So Near, Yet So Far","So Near, Yet So Far",0,1912,\N,17,"Crime,Romance,Short",nm0000428,nm0377289,5.7,161
tt0002500,movie,The Black Chancellor,Den sorte kansler,0,1912,\N,48,Drama,nm0088881,nm0775725,5.9,35
tt0002501,short,A Spanish Dilemma,A Spanish Dilemma,0,1912,\N,8,"Comedy,Short",nm0784407,\N,4.2,56
tt0002504,short,The Star of Bethlehem,The Star of Bethlehem,0,1912,\N,15,"Drama,Short",nm0551361,nm0518840,4.9,70
tt0002505,short,Stenographers Wanted,Stenographers Wanted,0,1912,\N,13,"Comedy,Short",\N,\N,4.9,23
tt0002506,short,Stolen Glory,Stolen Glory,0,1912,\N,10,"Comedy,Short",nm0784407,\N,5.3,46
tt0002512,short,The Sunbeam,The Sunbeam,0,1912,\N,17,"Drama,Romance,Short",nm0000428,nm0377289,6.2,438
tt0002514,movie,Saved in Mid-Air,De svarta maskerna,0,1912,\N,60,Drama,nm0830249,"nm0129300,nm0536368,nm0830249",4.9,23
tt0002515,short,Dr. Goudron's System,Le système du docteur Goudron et du professeur Plume,0,1913,\N,15,"Horror,Short",nm0869665,"nm0520524,nm0000590",5.3,25
tt0002521,short,A Temporary Truce,A Temporary Truce,0,1912,\N,17,"Action,Short,Western",nm0000428,nm0377289,5.2,52
tt0002523,short,Thirty Days at Hard Labor,Thirty Days at Hard Labor,0,1912,\N,16,"Comedy,Short",nm0002177,nm0377958,5.7,116
tt0002528,short,Tomboy Bessie,Tomboy Bessie,0,1912,\N,9,"Comedy,Short",nm0784407,nm0934979,5.0,78
tt0002529,short,The Tomboy on Bar Z,The Tomboy on Bar Z,0,1912,\N,15,"Crime,Short,Western",nm0001908,nm0001908,4.6,21
tt0002531,short,Song of Death,Der Totentanz,0,1911,\N,34,"Drama,Short",nm0300487,"nm0300487,nm0917149",6.2,31
tt0002532,short,The Totville Eye,The Totville Eye,0,1912,\N,14,"Comedy,Short",nm0930198,nm0581683,5.9,97
tt0002533,short,The Tourists,The Tourists,0,1912,\N,6,"Comedy,Short,Western",nm0784407,\N,4.8,93
tt0002535,short,Tragedy of the Dress Suit,Tragedy of the Dress Suit,0,1912,\N,8,"Comedy,Short",nm0784407,nm0635667,4.6,62
tt0002536,short,The Transformation of Mike,The Transformation of Mike,0,1912,\N,17,"Crime,Drama,Short",nm0000428,nm0524306,5.5,67
tt0002537,short,The Three Comrades,De tre kammerater,0,1912,\N,\N,Short,nm0088881,nm2557111,6.1,12
tt0002538,short,Treasure Island,Treasure Island,0,1912,\N,\N,"Adventure,Short",nm0205986,nm0829044,7.1,23
tt0002540,short,Tropisk kærlighed,Tropisk kærlighed,0,1912,\N,32,Short,nm0088881,nm2558782,6.8,12
tt0002542,short,The Troublesome Step-Daughters,The Troublesome Step-Daughters,0,1912,\N,14,"Comedy,Short",nm0048478,nm0078442,5.7,32
tt0002544,short,The Gardener,Trädgårdsmästaren,0,1912,\N,24,"Drama,Short",nm0803705,nm0830249,5.9,274
tt0002545,short,Twilight,Twilight,0,1912,\N,\N,"Drama,Romance,Short",\N,\N,7.4,18
tt0002546,short,Two Daughters of Eve,Two Daughters of Eve,0,1912,\N,18,"Drama,Short",nm0000428,nm0377289,7.5,33
tt0002550,short,Under Burning Skies,Under Burning Skies,0,1912,\N,17,"Drama,Short",nm0000428,nm0853193,5.2,62
tt0002553,short,An Unseen Enemy,An Unseen Enemy,0,1912,\N,17,"Crime,Short,Thriller",nm0000428,nm0009926,6.4,1048
tt0002555,movie,The Last Bohemian,Az utolsó bohém,0,1913,\N,\N,"Drama,Romance",nm0002031,nm0366078,4.5,54
tt0002556,movie,Vampyrdanserinden,Vampyrdanserinden,0,1912,\N,\N,\N,nm0088881,"nm0106514,nm1531812",5.6,38
tt0002559,movie,Verkannt,Verkannt,0,1912,\N,\N,\N,nm0582268,\N,5.2,10
tt0002562,short,The Victoria Cross,The Victoria Cross,0,1912,\N,15,"Drama,Short",nm0717281,nm0717281,5.1,29
tt0002569,short,The Water Nymph,The Water Nymph,0,1912,\N,8,"Comedy,Short",nm0784407,\N,5.3,284
tt0002574,movie,What Happened to Mary,What Happened to Mary,0,1912,\N,150,"Action,Drama,Thriller",nm0102643,nm0687742,5.8,45
tt0002576,short,What the Doctor Ordered,What the Doctor Ordered,0,1912,\N,10,"Comedy,Short",nm0784407,nm0376396,4.8,68
tt0002582,short,The Widow Casey's Return,The Widow Casey's Return,0,1912,\N,\N,"Comedy,Short",\N,\N,9.1,20
tt0002585,short,With the Enemy's Help,With the Enemy's Help,0,1912,\N,\N,"Short,Western",nm0524306,\N,5.7,13
tt0002586,short,Won by a Fish,Won by a Fish,0,1912,\N,9,"Comedy,Short",nm0784407,nm0377289,5.4,39
tt0002588,movie,Zigomar contre Nick Carter,Zigomar contre Nick Carter,0,1912,\N,48,"Crime,Thriller",nm0419327,"nm11502077,nm0419327,nm0768577",6.0,63
tt0002591,movie,Zu spät,Zu spät,0,1913,\N,\N,\N,nm0296193,\N,6.6,12
tt0002592,short,Zweimal gelebt,Zweimal gelebt,0,1912,\N,25,"Drama,Short",nm0533048,nm0491585,6.5,36
tt0002593,short,'Arriet's Baby,'Arriet's Baby,0,1913,\N,11,"Drama,Short",nm0111753,\N,5.2,16
tt0002594,movie,'Neath Austral Skies,'Neath Austral Skies,0,1913,\N,\N,\N,nm0519315,nm0519315,6.6,8
tt0002601,short,The Adopted Brother,The Adopted Brother,0,1913,\N,10,"Drama,Short","nm0127511,nm0000428",nm0127511,4.6,95
tt0002603,short,An Adventure in the Autumn Woods,An Adventure in the Autumn Woods,0,1913,\N,17,"Drama,Short",nm0000428,nm0127511,4.9,63
tt0002605,movie,The Adventures of Kathlyn,The Adventures of Kathlyn,0,1913,\N,300,Adventure,nm0334918,"nm0569805,nm0929808",5.4,52
tt0002610,short,Alkali Ike's Auto,Alkali Ike's Auto,0,1911,\N,11,"Comedy,Short",nm0001908,nm0001908,4.8,162
tt0002619,short,Alone in the Jungle,Alone in the Jungle,0,1913,\N,22,"Drama,Short,Thriller",nm0132324,nm0106990,7.1,16
tt0002621,short,The Ambassador's Daughter,The Ambassador's Daughter,0,1913,\N,14,"Drama,Short",nm0102643,nm0581683,5.1,101
tt0002628,movie,Der Andere,Der Andere,0,1913,\N,48,"Drama,Thriller",nm0533048,"nm0511317,nm0533048,nm1857018",5.3,138
tt0002637,movie,Arizona,Arizona,0,1913,\N,45,"Drama,Western",nm0858501,nm0858501,7.0,23
tt0002639,short,The Artist's Dreams,The Dachshund and the Sausage: A Comic Artist's Dream,0,1913,\N,5,"Animation,Short",nm0106218,\N,6.2,222
tt0002642,movie,The Heir to Skjoldborg,Arvingen til Skjoldborg,0,1914,\N,50,Drama,nm0169878,"nm4798267,nm1437660",5.7,14
tt0002646,movie,Atlantis,Atlantis,0,1913,\N,121,Drama,nm0088881,"nm1834296,nm0369458,nm2421815",6.5,522
tt0002647,short,On a Lonely Island,Auf einsamer Insel,0,1913,\N,36,Short,nm0217615,nm0217615,6.5,21
tt0002648,movie,Old Brandis' Eyes,Die Augen des Ole Brandis,0,1913,\N,\N,"Drama,Fantasy",nm0753233,nm0263912,7.2,13
tt0002656,short,Balaoo the Demon Baboon,Balaoo,0,1913,\N,24,"Horror,Short",nm0419327,"nm0419327,nm0503693",5.3,55
tt0002658,short,A Bandit,A Bandit,0,1913,\N,5,"Comedy,Short",nm0784407,\N,4.2,86
tt0002659,short,Bangville Police,Bangville Police,0,1913,\N,8,"Comedy,Short",nm0499883,\N,5.3,887
tt0002663,short,Barney Oldfield's Race for a Life,Barney Oldfield's Race for a Life,0,1913,\N,13,"Comedy,Short",nm0784407,\N,6.0,440
tt0002669,movie,The Battle of Gettysburg,The Battle of Gettysburg,0,1913,\N,48,"Drama,War","nm0316794,nm0408436","nm0113224,nm0408436,nm0818080,nm0837989",6.7,45
tt0002677,short,The Bells,The Bells,0,1913,\N,30,"Horror,Short",nm0002177,"nm0258697,nm0357028,nm0000590",4.3,18
tt0002678,short,Ben Bolt,Ben Bolt,0,1913,\N,40,"Adventure,Short",nm0360617,\N,5.9,22
tt0002685,movie,Blodets röst,Blodets röst,0,1913,\N,89,Drama,nm0803705,"nm0528064,nm0803705",5.8,12
tt0002687,short,Blood and Bosh,Blood and Bosh,0,1913,\N,7,"Comedy,Crime,Short",nm0687575,\N,7.8,13
tt0002702,short,Broken Ways,Broken Ways,0,1913,\N,17,"Short,Western",nm0000428,nm0062934,5.1,64
tt0002718,short,Brothers,Brothers,0,1913,\N,17,"Drama,Short",nm0000428,nm0634515,3.7,49
tt0002719,short,The Primitive Man,Brute Force,0,1914,\N,32,"Adventure,Drama,Sci-Fi",nm0000428,\N,5.3,154
tt0002736,short,Caprice,Caprice,0,1913,\N,44,"Comedy,Drama,Short",nm0205986,nm0852469,6.1,29
tt0002739,movie,Carmen,Carmen,0,1914,\N,\N,\N,"nm0233626,nm0878069","nm0233626,nm0021283,nm0576830,nm0617737,nm0878069",2.8,15
tt0002745,short,A Chance Deception,A Chance Deception,0,1913,\N,17,"Drama,Short",nm0000428,nm0127511,4.0,40
tt0002746,movie,Checkers,Checkers,0,1913,\N,\N,"Comedy,Drama",nm0858501,"nm0089342,nm0050369,nm0569261",5.0,18
tt0002753,short,The Classmate's Frolic,The Classmate's Frolic,0,1913,\N,7,"Comedy,Short",nm0408433,"nm0408433,nm0612348",5.3,26
tt0002755,short,Cohen Saves the Flag,Cohen Saves the Flag,0,1913,\N,10,"Comedy,Short,War",nm0784407,\N,4.5,53
tt0002758,short,Colonel Heeza Liar in Africa,Colonel Heeza Liar in Africa,0,1913,\N,7,"Animation,Comedy,Family",nm0106218,nm0106218,5.8,28
tt0002759,short,The Coming of Angelo,The Coming of Angelo,0,1913,\N,17,"Romance,Short",nm0000428,\N,6.4,43
tt0002761,short,The Conscience of Hassan Bey,The Conscience of Hassan Bey,0,1913,\N,10,"Drama,Short","nm0127511,nm0000428",\N,4.4,42
tt0002767,movie,The Count of Monte Cristo,The Count of Monte Cristo,0,1913,\N,69,"Drama,History","nm0325448,nm0692105","nm0241416,nm0270007",5.7,77
tt0002784,short,Cymbeline,Cymbeline,0,1913,\N,22,"Drama,Romance,Short",nm0376529,"nm0551375,nm0000636",5.2,57
tt0002785,movie,La dame de Monsoreau,La dame de Monsoreau,0,1913,\N,\N,\N,nm0869665,"nm0241416,nm0869665",5.6,13
tt0002795,short,Death's Marathon,Death's Marathon,0,1913,\N,11,"Drama,Romance,Short",nm0000428,nm0934979,6.0,647
tt0002796,short,The Deerslayer,The Deerslayer,0,1913,\N,23,"Drama,Short","nm0717281,nm0872868","nm0178126,nm0612348,nm0717281",5.4,22
tt0002797,short,Delayed Proposals,Delayed Proposals,0,1913,\N,7,"Comedy,Short",nm0949648,"nm0529368,nm0612348",5.2,21
tt0002801,movie,The Black Diamond,Le diamant noir,0,1913,\N,50,\N,nm0532622,nm0532622,5.7,36
tt0002813,short,Dr. Jekyll and Mr. Hyde,Dr. Jekyll and Mr. Hyde,0,1913,\N,26,"Drama,Horror,Sci-Fi",nm0107543,"nm0107543,nm0829044",5.1,511
tt0002815,short,Drink's Lure,Drink's Lure,0,1913,\N,17,"Drama,Short",nm0000428,nm0377289,4.1,33
tt0002816,short,The Drummer of the 8th,The Drummer of the 8th,0,1913,\N,28,"Drama,Short,War",nm0408436,\N,6.0,133
tt0002820,movie,East Lynne,East Lynne,0,1913,\N,69,Drama,nm0354790,"nm0257385,nm0939904",6.2,22
tt0002822,movie,What 80 Million Women Want,What 80 Million Women Want,0,1913,\N,56,"Crime,Drama,Romance",nm6955979,"nm0775976,nm0177597,nm0940689",4.0,60
tt0002829,short,The Enemy's Baby,The Enemy's Baby,0,1913,\N,11,"Drama,Short",nm0000428,nm0166909,5.0,33
tt0002832,movie,Evangeline,Evangeline,0,1914,\N,50,Drama,"nm0146957,nm0838052","nm0519303,nm1149906",6.9,29
tt0002844,movie,Fantômas: In the Shadow of the Guillotine,Fantômas I: À l'ombre de la guillotine,0,1913,\N,54,"Crime,Drama",nm0275421,"nm0019855,nm0275421,nm0816232",6.9,2703
tt0002847,short,The Farmer's Daughters,The Farmer's Daughters,0,1913,\N,15,"Comedy,Short",\N,nm0518840,5.4,38
tt0002848,short,Fate,Fate,0,1913,\N,17,"Drama,Short",nm0000428,nm0377080,4.6,44
tt0002850,short,Father's Hatband,Father's Hatband,0,1913,\N,11,"Comedy,Short",nm0111753,nm0441601,6.3,41
tt0002851,short,Fatty Joins the Force,Fatty Joins the Force,0,1913,\N,12,"Comedy,Short",nm0629589,nm0784407,5.3,469
tt0002853,short,Fatty's Day Off,Fatty's Day Off,0,1913,\N,6,"Comedy,Short",nm0524306,\N,4.6,65
tt0002863,short,The Film Primadonna,Die Filmprimadonna,0,1913,\N,17,"Drama,Short",nm0300487,nm0300487,6.3,71
tt0002867,short,A Fishy Affair,A Fishy Affair,0,1913,\N,6,"Comedy,Short",nm0784407,\N,5.3,148
tt0002885,movie,From Dusk to Dawn,From Dusk to Dawn,0,1913,\N,90,Drama,nm0938041,nm0938041,5.9,118
tt0002893,short,A Game of Pool,A Game of Pool,0,1913,\N,5,"Comedy,Short",nm0524306,\N,6.0,18
tt0002894,short,The Gangsters,The Gangsters,0,1913,\N,35,"Comedy,Short",nm0499883,nm0629243,7.2,20
tt0002897,short,The Mysterious Club,Der geheimnisvolle Klub,0,1913,\N,40,"Mystery,Short",nm0217615,nm0829044,5.9,72
tt0002898,movie,"Germinal; or, The Toll of Labor",Germinal,0,1913,\N,150,Drama,nm0135052,"nm0135052,nm0957652",7.0,196
tt0002902,short,A Girl's Stratagem,A Girl's Stratagem,0,1913,\N,10,"Drama,Short",nm0000428,nm0377289,4.8,41
tt0002910,short,Granddad,Granddad,0,1913,\N,29,"Drama,Short",nm0402489,nm0166693,6.0,101
tt0002917,movie,Brother Against Brother,Gränsfolken,0,1913,\N,51,Drama,nm0830249,"nm0528064,nm0957652",5.7,52
tt0002919,short,The Gusher,The Gusher,0,1913,\N,14,"Comedy,Short",nm0784407,\N,4.9,106
tt0002921,short,The Hall-Room Girls,The Hall-Room Girls,0,1913,\N,\N,"Comedy,Short",nm0806565,\N,4.2,28
tt0002922,movie,Hamlet,Hamlet,0,1913,\N,64,Drama,nm0687575,nm0000636,4.9,89
tt0002954,short,Hiawatha,Hiawatha,0,1913,\N,40,"Drama,Short",nm0507150,nm0519303,5.2,21
tt0002956,short,Hide and Seek,Hide and Seek,0,1913,\N,6,"Comedy,Short",nm0784407,\N,4.9,83
tt0002958,movie,El hijo del mar,El hijo del mar,0,1913,\N,\N,\N,nm0233626,\N,6.0,7
tt0002968,short,His Mother's Son,His Mother's Son,0,1913,\N,17,"Drama,Short",nm0000428,nm0127511,6.4,15
tt0002973,movie,Dr. Mawson in the Antarctic,Dr. Mawson in the Antarctic,0,1913,\N,68,Documentary,nm0403439,\N,5.9,34
tt0002983,short,A House Divided,A House Divided,0,1913,\N,13,"Comedy,Family,Short",nm0349785,\N,6.0,587
tt0002985,short,The House of Darkness,The House of Darkness,0,1913,\N,17,"Drama,Short",nm0000428,nm0519720,6.1,390
tt0002990,short,How Men Propose,How Men Propose,0,1913,\N,6,"Comedy,Short",nm0916665,nm0916665,5.6,193
tt0002996,movie,My Husband's Getting Married,Házasodik az uram,0,1913,\N,\N,Comedy,nm0002031,"nm5277488,nm3275842",3.6,39
tt0002999,short,The Ideal Wife,Die ideale Gattin,0,1913,\N,24,"Comedy,Short",nm0263912,"nm0263912,nm0377915",5.4,43
tt0003001,short,If We Only Knew,If We Only Knew,0,1913,\N,\N,"Drama,Short",nm0000428,nm0377289,5.5,38
tt0003002,movie,The Firefly,Ildfluen,0,1913,\N,47,Drama,nm1267460,\N,5.6,32
tt0003006,movie,In the Bishop's Carriage,In the Bishop's Carriage,0,1913,\N,50,"Crime,Drama","nm0205986,nm0692105","nm0585128,nm0775976",5.7,33
tt0003010,movie,"Incendio en el barrio de Montemolín, Zaragoza","Incendio en el barrio de Montemolín, Zaragoza",0,1913,\N,\N,\N,nm0870831,\N,4.2,9
tt0003014,movie,Ingeborg Holm,Ingeborg Holm,0,1913,\N,96,Drama,nm0803705,"nm0472236,nm0803705",7.0,1581
tt0003015,movie,Die Insel der Seligen,Die Insel der Seligen,0,1913,\N,49,"Comedy,Fantasy",nm0718121,nm0434688,4.6,81
tt0003016,short,The Inside of the White Slave Traffic,The Inside of the White Slave Traffic,0,1913,\N,28,"Drama,Short",nm0063612,"nm0063612,nm0518777",5.6,127
tt0003022,movie,Ivanhoe,Ivanhoe,0,1913,\N,53,"Adventure,Drama,Romance",nm0107543,"nm0107543,nm1015268,nm1206019,nm0779797",5.7,121
tt0003035,short,Just Gold,Just Gold,0,1913,\N,17,"Drama,Short",nm0000428,nm0000428,6.4,20
tt0003037,movie,Fantomas: The Man in Black,Fantômas II: Juve contre Fantômas,0,1913,\N,61,"Crime,Drama",nm0275421,"nm0019855,nm0275421,nm0816232",6.9,1836
tt0003039,movie,The Keys to Happiness,Klyuchi schastya,0,1913,\N,\N,Drama,"nm0306723,nm0698839",\N,5.8,11
tt0003044,short,Kri Kri e il tango,Kri Kri e il tango,0,1913,\N,4,Short,\N,\N,5.5,20
tt0003046,short,The Lady and the Mouse,The Lady and the Mouse,0,1913,\N,17,"Drama,Short",nm0000428,nm0000428,6.7,58
tt0003054,short,The Law and the Outlaw,The Law and the Outlaw,0,1913,\N,39,"Short,Western",nm0242139,"nm0402239,nm0594291",5.7,46
tt0003059,short,Léonce cinématographiste,Léonce cinématographiste,0,1913,\N,17,"Comedy,Short",nm0674600,\N,5.7,48
tt0003065,short,A Life in the Balance,A Life in the Balance,0,1913,\N,10,"Comedy,Short",nm0784407,\N,5.5,90
tt0003073,short,A Little Hero,A Little Hero,0,1913,\N,4,"Comedy,Short",nm0784407,\N,5.3,90
tt0003075,short,The Little Tease,The Little Tease,0,1913,\N,25,"Drama,Short",nm0000428,nm0000428,5.9,56
tt0003078,short,Local Color on the A-1 Ranch,Local Color on the A-1 Ranch,0,1916,\N,14,"Comedy,Short,Western",nm0594291,nm0594291,7.4,36
tt0003083,short,Lost in the Night,Lost in the Night,0,1913,\N,10,"Drama,Short",nm0806565,\N,5.0,27
tt0003091,short,Love and Rubbish,Love and Rubbish,0,1913,\N,\N,"Comedy,Short",nm0499883,\N,6.0,37
tt0003093,short,Love in an Apartment Hotel,Love in an Apartment Hotel,0,1913,\N,17,"Drama,Short",nm0000428,nm0551376,6.2,23
tt0003102,movie,Love Everlasting,Ma l'amor mio non muore...,0,1914,\N,90,Drama,nm0143333,"nm0094343,nm0598293",6.1,179
tt0003104,short,Mabel's Dramatic Career,Mabel's Dramatic Career,0,1913,\N,14,"Comedy,Short",nm0784407,\N,5.7,366
tt0003106,short,Mabel's New Hero,Mabel's New Hero,0,1913,\N,10,"Comedy,Short",nm0784407,\N,5.3,152
tt0003108,movie,Macbeth,Macbeth,0,1913,\N,50,"Crime,Drama",nm0099754,nm0000636,5.8,16
tt0003112,short,The Making of Broncho Billy,The Making of Broncho Billy,0,1913,\N,9,"Short,Western",nm0001908,nm0001908,6.5,28
tt0003119,short,Mannekängen,Mannekängen,0,1913,\N,\N,"Comedy,Short",nm0830249,nm0830249,5.6,20
tt0003131,movie,War Is Hell,Maudite soit la guerre,0,1914,\N,50,"Drama,War",nm0532622,nm0532622,6.6,207
tt0003132,short,Max virtuose,Max virtuose,0,1913,\N,\N,"Comedy,Short",nm0511729,nm0511729,7.6,7
tt0003133,short,De medeminaars,De medeminaars,0,1913,\N,12,Short,nm0532622,\N,5.6,25
tt0003138,short,The Mexican Problem,The Mexican Problem,0,1913,\N,\N,"Animation,Short",nm0279404,nm0279404,2.1,17
tt0003150,movie,Miraklet: Tavlor ur det katolska samfundslivet,Miraklet: Tavlor ur det katolska samfundslivet,0,1913,\N,100,Drama,nm0803705,"nm0255822,nm0433671,nm0957652",7.2,20
tt0003156,short,The Mistake,The Mistake,0,1913,\N,17,"Drama,Short",nm0000428,nm0002616,6.6,22
tt0003158,short,A Misunderstood Boy,A Misunderstood Boy,0,1913,\N,17,"Drama,Short",nm0000428,nm0127511,6.4,23
tt0003159,movie,"Les Misérables, Part 2: Fantine",Les misérables - Époque 2: Fantine,0,1913,\N,300,Drama,nm0135052,"nm0135053,nm0401076",5.7,65
tt0003164,short,The Death of Saul,La mort de Saül,0,1912,\N,12,"Drama,Short",nm0029253,nm2143234,4.8,7
tt0003165,movie,Fantômas: The Dead Man Who Killed,Fantômas III: Le mort qui tue,0,1913,\N,90,"Crime,Drama,Mystery",nm0275421,"nm0019855,nm0275421,nm0816232",6.9,1463
tt0003167,movie,"Home, Sweet Home","Home, Sweet Home",0,1914,\N,55,Drama,nm0000428,"nm0000428,nm0014872",5.7,314
tt0003170,short,The Mothering Heart,The Mothering Heart,0,1913,\N,29,"Drama,Short",nm0000428,\N,6.4,903
tt0003177,short,A Muddy Romance,A Muddy Romance,0,1913,\N,11,"Comedy,Short",nm0784407,\N,4.9,180
tt0003206,short,O Naufrágio do Veronese,O Naufrágio do Veronese,0,1913,\N,5,"Documentary,Short",\N,\N,6.6,15
tt0003207,short,Near to Earth,Near to Earth,0,1913,\N,17,"Drama,Short",nm0000428,nm0148754,5.1,18
tt0003208,short,Nederland en Oranje,Nederland en Oranje,0,1913,\N,33,"Drama,History,Short",nm0159654,nm0159654,4.3,15
tt0003212,short,A Night in Town,A Night in Town,0,1913,\N,5,"Comedy,Short",nm0806565,\N,5.0,35
tt0003214,short,Christmas Eve,Noch pered Rozhdestvom,0,1913,\N,41,"Comedy,Fantasy,Short",nm0823088,"nm0324690,nm0823088",6.1,369
tt0003215,short,A Noise from the Deep,A Noise from the Deep,0,1913,\N,10,"Comedy,Short",nm0784407,\N,7.1,19
tt0003226,short,Oil and Water,Oil and Water,0,1913,\N,25,"Drama,Short",nm0000428,nm0002771,5.2,18
tt0003227,movie,"The Girl from Abroad; or, The Great Underworld",Den okända,0,1913,\N,54,Drama,nm0830249,"nm2421815,nm0830249,nm0902446",3.6,16
tt0003228,short,Olaf-an Atom,Olaf-An Atom,0,1913,\N,17,"Romance,Short",nm0642722,nm0934979,5.5,22
tt0003235,short,An Old Man's Love Story,An Old Man's Love Story,0,1913,\N,11,"Drama,Short",nm0111753,nm0871879,5.4,43
tt0003238,short,On His Wedding Day,On His Wedding Day,0,1913,\N,6,"Comedy,Short",nm0784407,\N,5.2,161
tt0003241,movie,One Hundred Years of Mormonism,One Hundred Years of Mormonism,0,1913,\N,90,"Drama,History",nm0532349,nm0794109,5.0,25
tt0003242,short,One on Romance,One on Romance,0,1913,\N,\N,"Comedy,Romance,Short",nm0585495,nm0107816,8.4,19
tt0003249,short,Outwitting Dad,Outwitting Dad,0,1914,\N,10,"Comedy,Short",nm0396207,nm0341185,6.3,29
tt0003265,short,Peeping Pete,Peeping Pete,0,1913,\N,7,"Comedy,Short",nm0784407,\N,4.8,120
tt0003278,short,The Picture of Dorian Gray,The Picture of Dorian Gray,0,1913,\N,16,"Drama,Short",nm0806565,"nm0916665,nm0928492",7.1,23
tt0003288,short,Poor Jake's Demise,Poor Jake's Demise,0,1913,\N,\N,"Comedy,Short",nm0193240,\N,6.4,31
tt0003301,movie,The Prisoner of Zenda,The Prisoner of Zenda,0,1913,\N,55,Adventure,"nm0285684,nm0692105","nm0285684,nm0393949,nm0723414",5.9,55
tt0003309,movie,Captive Souls,Rablélek,0,1914,\N,99,\N,nm0002031,nm0283802,4.3,38
tt0003310,short,That Ragtime Band,That Ragtime Band,0,1913,\N,10,"Comedy,Short",nm0784407,\N,5.2,82
tt0003311,short,Raja Harishchandra,Raja Harishchandra,0,1913,\N,40,"History,Short",nm0679610,"nm0679610,nm0879826",5.9,478
tt0003316,movie,The Rattlesnake,The Rattlesnake,0,1913,\N,56,"Drama,Western",nm0276165,"nm0276165,nm0355555",6.6,25
tt0003317,short,Rebecca,Rebecca,0,1913,\N,\N,"Drama,Short",nm0029253,\N,7.7,18
tt0003323,short,"The Reformers; or, the Lost Art of Minding One's Business","The Reformers; or, The Lost Art of Minding One's Business",0,1913,\N,33,"Comedy,Drama,Short",nm0000428,nm0940488,6.8,41
tt0003324,movie,A Regiment of Two,A Regiment of Two,0,1913,\N,57,"Comedy,Drama","nm0048478,nm0408433",nm0932614,6.3,32
tt0003330,movie,The Life of Richard Wagner,Richard Wagner,0,1913,\N,110,"Biography,Drama,History","nm0296193,nm0915270",nm0915270,6.2,140
tt0003337,movie,Robin Hood,Robin Hood,0,1913,\N,\N,Adventure,nm0551375,"nm0518840,nm0551375",5.6,63
tt0003345,short,S1,S1,0,1913,\N,40,"Crime,Drama,Short",nm0300487,nm0300487,6.2,25
tt0003351,movie,Sapho,Sapho,0,1913,\N,\N,Drama,nm0376529,"nm0202264,nm0329039",4.3,19
tt0003355,short,Saved by the Pony Express,Saved by the Pony Express,0,1911,\N,15,"Short,Western",nm0091767,\N,5.5,32
tt0003360,short,"The Black Ball; or, Vengeance Bequeathed",Die schwarze Kugel oder Die geheimnisvollen Schwestern,0,1913,\N,39,"Drama,Short",nm0388674,nm0388674,5.4,115
tt0003362,movie,The Sea Wolf,The Sea Wolf,0,1913,\N,70,Drama,nm0098376,"nm0098376,nm0518711",5.8,33
tt0003365,movie,Shadows of the Moulin Rouge,Shadows of the Moulin Rouge,0,1913,\N,60,Drama,nm0349785,nm0349785,5.3,28
tt0003367,movie,The Shattered Vase,Razbitaya vaza,0,1913,\N,\N,Drama,nm0698839,"nm0032573,nm0698839",6.2,11
