tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes
tt0000001,short,Carmencita,Carmencita,0,1894,\N,1,"Documentary,Short",nm0005690,\N,5.7,2188
tt0000002,short,Le clown et ses chiens,Le clown et ses chiens,0,1892,\N,5,"Animation,Short",nm0721526,\N,5.5,308
tt0000003,short,Poor Pierrot,Pauvre Pierrot,0,1892,\N,5,"Animation,Comedy,Romance",nm0721526,nm0721526,6.5,2289
tt0000004,short,Un bon bock,Un bon bock,0,1892,\N,12,"Animation,Short",nm0721526,\N,5.1,196
tt0000005,short,Blacksmith Scene,Blacksmith Scene,0,1893,\N,1,Short,nm0005690,\N,6.2,3022
tt0000006,short,Chinese Opium Den,Chinese Opium Den,0,1894,\N,1,Short,nm0005690,\N,5.1,221
tt0000007,short,Corbett and Courtney Before the Kinetograph,Corbett and Courtney Before the Kinetograph,0,1894,\N,1,"Short,Sport","nm0005690,nm0374658",\N,5.3,933
tt0000008,short,Edison Kinetoscopic Record of a Sneeze,Edison Kinetoscopic Record of a Sneeze,0,1894,\N,1,"Documentary,Short",nm0005690,\N,5.4,2363
tt0000009,movie,Miss Jerry,Miss Jerry,0,1894,\N,45,Romance,nm0085156,nm0085156,5.2,232
tt0000010,short,Leaving the Factory,La sortie de l'usine Lumière à Lyon,0,1895,\N,1,"Documentary,Short",nm0525910,\N,6.8,8214
tt0000011,short,Akrobatisches Potpourri,Akrobatisches Potpourri,0,1895,\N,1,"Documentary,Short",nm0804434,\N,5.2,440
tt0000012,short,The Arrival of a Train,L'arrivée d'un train à La Ciotat,0,1896,\N,1,"Documentary,Short","nm0525908,nm0525910",\N,7.4,13872
tt0000013,short,The Photographical Congress Arrives in Lyon,Le débarquement du congrès de photographie à Lyon,0,1895,\N,1,"Documentary,Short",nm0525910,\N,5.7,2116
tt0000014,short,The Waterer Watered,L'arroseur arrosé,0,1895,\N,1,"Comedy,Short",nm0525910,\N,7.1,6343
tt0000015,short,Around a Cabin,Autour d'une cabine,0,1894,\N,2,"Animation,Comedy,Short",nm0721526,nm0721526,6.1,1311
tt0000016,short,Boat Leaving the Port,Barque sortant du port,0,1895,\N,1,"Documentary,Short",nm0525910,\N,5.9,1701
tt0000017,short,Italienischer Bauerntanz,Italienischer Bauerntanz,0,1895,\N,1,"Documentary,Short","nm1587194,nm0804434",\N,4.6,399
tt0000018,short,Das boxende Känguruh,Das boxende Känguruh,0,1895,\N,1,"Short,Sport",nm0804434,\N,5.2,692
tt0000019,short,The Clown Barber,The Clown Barber,0,1898,\N,\N,"Comedy,Short",nm0932055,\N,4.6,39
tt0000020,short,The Derby 1895,The Derby 1895,0,1895,\N,1,"Documentary,Short,Sport",nm0010291,\N,4.7,424
tt0000022,short,Blacksmith Scene,Les forgerons,0,1895,\N,1,"Documentary,Short",nm0525910,\N,5.1,1239
tt0000023,short,The Sea,Baignade en mer,0,1895,\N,1,"Documentary,Short",nm0525910,\N,5.7,1633
tt0000024,short,Opening of the Kiel Canal,Opening of the Kiel Canal,0,1895,\N,1,"News,Short",nm0010291,\N,3.8,176
tt0000025,short,The Oxford and Cambridge University Boat Race,The Oxford and Cambridge University Boat Race,0,1896,\N,\N,"News,Short,Sport",nm0010291,\N,4.0,55
tt0000026,short,The Messers. Lumière at Cards,Partie d'écarté,0,1896,\N,1,"Documentary,Short",nm0525910,\N,5.6,1726
tt0000027,short,Cordeliers' Square in Lyon,Place des Cordeliers à Lyon,0,1895,\N,1,"Documentary,Short",nm0525910,\N,5.6,1306
tt0000028,short,Fishing for Goldfish,La pêche aux poissons rouges,0,1895,\N,1,"Documentary,Short",nm0525910,\N,5.1,1244
tt0000029,short,Baby's Meal,Repas de bébé,0,1895,\N,1,"Documentary,Short",nm0525910,\N,5.9,3762
tt0000030,short,Rough Sea at Dover,Rough Sea at Dover,0,1895,\N,1,"Documentary,Short","nm0010291,nm0666972",\N,5.2,991
tt0000031,short,Jumping the Blanket,Le saut à la couverture,0,1895,\N,1,"Documentary,Short",nm0525910,\N,5.5,1125
tt0000032,short,Die Serpentintänzerin,Die Serpentintänzerin,0,1895,\N,1,Short,nm0804434,\N,4.9,472
tt0000033,short,Horse Trick Riders,La voltige,0,1895,\N,1,"Documentary,Short",nm0525910,\N,5.5,1164
tt0000034,short,Arrivée d'un train gare de Vincennes,Arrivée d'un train gare de Vincennes,0,1896,\N,1,"Documentary,Short",nm0617588,\N,4.7,264
tt0000035,short,Watering the Flowers,L'arroseur,0,1896,\N,1,"Comedy,Short",nm0617588,\N,5.4,93
tt0000036,short,Awakening of Rip,Awakening of Rip,0,1896,\N,1,"Drama,Short",nm0005690,nm0410331,4.4,684
tt0000037,short,Sea Bathing,Baignade en mer,0,1896,\N,1,Short,nm0617588,\N,4.4,85
tt0000038,short,The Ball Game,The Ball Game,0,1898,\N,1,"Documentary,Short,Sport",nm0374658,\N,4.2,245
tt0000039,short,Barnet Horse Fair,Barnet Horse Fair,0,1896,\N,\N,Short,\N,\N,3.6,42
tt0000040,short,Barque sortant du port de Trouville,Barque sortant du port de Trouville,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,4.1,86
tt0000041,short,Bataille de neige,Bataille de neige,0,1897,\N,1,"Comedy,Documentary,Short",nm0525910,\N,6.7,2178
tt0000042,short,Bateau-mouche sur la Seine,Bateau-mouche sur la Seine,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,3.9,46
tt0000043,short,Batteuse à vapeur,Batteuse à vapeur,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,3.2,40
tt0000044,short,Le bivouac,Le bivouac,0,1896,\N,1,Short,nm0617588,\N,3.9,60
tt0000045,short,Les blanchisseuses,Les blanchisseuses,0,1896,\N,\N,Short,nm0617588,\N,3.7,41
tt0000046,short,Bois de Boulogne,Bois de Boulogne,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,3.9,47
tt0000047,short,Boulevard des Italiens,Boulevard des Italiens,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,3.6,46
tt0000048,short,The Boxing Kangaroo,The Boxing Kangaroo,0,1896,\N,\N,Short,nm0010291,\N,4.7,243
tt0000049,short,"Boxing Match; or, Glove Contest","Boxing Match; or, Glove Contest",0,1896,\N,\N,"Short,Sport",nm0010291,\N,4.4,65
tt0000050,short,Bébé et fillettes,Bébé et fillettes,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,3.7,42
tt0000051,short,The Bohemian Encampment,Campement de bohémiens,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,3.6,43
tt0000052,short,Ruraux au galop,Ruraux au galop,0,1896,\N,1,"Documentary,Short",nm0895515,\N,4.1,136
tt0000053,short,A Chegada do Comboio Inaugural à Estação Central do Porto,A Chegada do Comboio Inaugural à Estação Central do Porto,0,1897,\N,\N,"Documentary,Short",nm0684607,\N,3.0,25
tt0000054,short,A Merry-Go-Round,Les chevaux de bois,0,1896,\N,\N,Short,nm0617588,\N,4.7,42
tt0000055,short,Le chiffonnier,Le chiffonnier,0,1896,\N,\N,Short,nm0617588,\N,3.5,39
tt0000056,short,Uma Corrida de Touros no Campo Pequeno,Uma Corrida de Touros no Campo Pequeno,0,1896,\N,\N,Short,nm0795060,\N,2.9,30
tt0000057,short,Cortège de tzar allant à Versailles,Cortège de tzar allant à Versailles,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,4.1,43
tt0000058,short,Cortège de tzar au Bois de Boulogne,Cortège de tzar au Bois de Boulogne,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,3.8,41
tt0000059,short,Coronation of a Village Maiden,Couronnement de la rosière,0,1896,\N,\N,Short,nm0617588,\N,3.5,35
tt0000060,short,Dancing Darkies,Dancing Darkies,0,1896,\N,\N,"Comedy,Documentary,Short",nm0005690,\N,6.8,100
tt0000061,short,Dancing Girls,Dancing Girls,0,1896,\N,\N,Short,nm0010291,\N,4.0,43
tt0000062,short,Danse serpentine,Danse serpentine,0,1896,\N,1,Short,nm0617588,\N,6.1,240
tt0000063,short,Dessinateur express,Dessinateur express,0,1896,\N,\N,Short,nm0617588,\N,3.2,36
tt0000064,short,Dessinateur: Chamberlain,Dessinateur: Chamberlain,0,1896,\N,\N,Short,nm0617588,\N,3.1,38
tt0000065,short,Dessinateur: Reine Victoria,Dessinateur: Reine Victoria,0,1896,\N,\N,Short,nm0617588,\N,3.2,37
tt0000066,short,Dessinateur: Von Bismark,Dessinateur: Von Bismark,0,1896,\N,\N,Short,nm0617588,\N,3.1,37
tt0000067,short,Conjurer Making Ten Hats in Sixty Seconds,Dix chapeaux en 60 secondes,0,1896,\N,1,"Fantasy,Short",nm0617588,\N,5.0,107
tt0000068,short,Unloading the Boat,Déchargement de bateaux,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,3.5,39
tt0000069,short,Post No Bills,Défense d'afficher,0,1896,\N,1,"Comedy,Short",nm0617588,\N,4.9,584
tt0000070,short,Demolition of a Wall,Démolition d'un mur,0,1896,\N,1,"Documentary,Short",nm0525910,\N,6.4,2958
tt0000071,short,Automobiles Starting a Race,Départ des automobiles,0,1896,\N,\N,"Short,Sport",nm0617588,\N,3.2,37
tt0000072,short,Officers of French Army Leaving Service,Départ des officiers,0,1896,\N,\N,Short,nm0617588,\N,3.3,35
tt0000073,short,Effets de mer sur les rochers,Effets de mer sur les rochers,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,3.3,38
tt0000074,short,Enfants jouant sur la plage,Enfants jouant sur la plage,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,4.3,39
tt0000075,short,The Conjuring of a Woman at the House of Robert Houdin,Escamotage d'une dame au théâtre Robert Houdin,0,1896,\N,1,"Horror,Short",nm0617588,\N,6.3,2218
tt0000076,short,Exit of Rip and the Dwarf,Exit of Rip and the Dwarf,0,1896,\N,1,"Drama,Short",nm0005690,nm0410331,4.4,611
tt0000077,short,"Le fakir, mystère indien","Le fakir, mystère indien",0,1896,\N,\N,Short,nm0617588,\N,4.4,43
tt0000078,short,Feira de Gado na Corujeira,Feira de Gado na Corujeira,0,1896,\N,1,"Documentary,Short",nm0234288,\N,3.5,122
tt0000079,short,La gare Saint-Lazare,La gare Saint-Lazare,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,4.3,44
tt0000080,short,Grandes manoeuvres,Grandes manoeuvres,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,4.0,39
tt0000081,short,Towing a Boat on the River,Les haleurs de bateaux,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,3.9,40
tt0000082,short,A Hard Wash,A Hard Wash,0,1896,\N,\N,"Comedy,Short",nm0005690,\N,4.3,59
tt0000083,short,Les indiscrets,Les indiscrets,0,1896,\N,\N,Short,nm0617588,\N,4.1,41
tt0000084,short,Les ivrognes,Les ivrognes,0,1896,\N,\N,Short,nm0617588,\N,4.2,38
tt0000085,short,Gardener Burning Weeds,Jardinier brûlant des herbes,0,1896,\N,\N,Short,nm0617588,\N,4.3,41
tt0000086,short,"Beach and Pier at Trouville, 1st part",Jetée et plage de Trouville (1er partie),0,1896,\N,\N,"Documentary,Short",nm0617588,\N,4.0,41
tt0000087,short,"Beach and Pier at Trouville, 2nd part",Jetée et plage de Trouville (2e partie),0,1896,\N,\N,"Documentary,Short",nm0617588,\N,4.5,44
tt0000088,short,Market Day,Jour de marché à Trouville,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,3.9,40
tt0000089,short,Leaving Jerusalem by Railway,Départ de Jérusalem en chemin de fer,0,1897,\N,1,"Documentary,Short","nm0525908,nm0698645",\N,6.2,1130
tt0000090,short,Libération des territoriaux,Libération des territoriaux,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,3.8,40
tt0000091,short,The House of the Devil,Le manoir du diable,0,1896,\N,3,"Horror,Short",nm0617588,nm0617588,6.7,4500
tt0000092,short,Marée montante sur Brise-Larmes,Marée montante sur Brise-Larmes,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,4.3,37
tt0000093,short,Melbourne,Melbourne,0,1896,\N,\N,"Documentary,Short","nm0525908,nm0525910",\N,4.5,105
tt0000094,short,Miss de Vere,Miss de Vere,0,1896,\N,1,Short,nm0617588,\N,4.2,73
tt0000095,short,The Mysterious Paper,Le papier protée,0,1896,\N,\N,Short,nm0617588,\N,4.6,42
tt0000096,short,Place Saint-Augustin,Place Saint-Augustin,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,3.9,37
tt0000097,short,"Place de l'Opéra, First View","Place de l'Opéra, 1er aspect",0,1896,\N,\N,"Documentary,Short",nm0617588,\N,4.6,41
tt0000098,short,"Place de l'Opéra, Second View","Place de l'Opéra, 2e aspect",0,1896,\N,\N,"Documentary,Short",nm0617588,\N,4.9,44
tt0000099,short,Place de la Bastille,Place de la Bastille,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,4.3,40
tt0000100,short,Place de la Concorde,Place de la Concorde,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,4.6,70
tt0000101,short,Place du théâtre français,Place du théâtre français,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,4.1,36
tt0000102,short,The Beach at Villiers in a Gale,Plage de Villiers par gros temps,0,1896,\N,\N,Short,nm0617588,\N,4.2,34
tt0000103,short,Smarter than the Teacher,Plus fort que le maître,0,1896,\N,\N,Short,nm0617588,\N,4.8,35
tt0000104,short,Pompiers à Lyon,Pompiers à Lyon,0,1896,\N,1,"Documentary,Short",\N,\N,5.5,520
tt0000105,short,The Docks at Marseilles,Les quais à Marseille,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,4.6,37
tt0000106,short,Retour au cantonnement,Retour au cantonnement,0,1896,\N,\N,Short,nm0617588,\N,4.1,31
tt0000107,short,Naval Review at Cherburg,Revue navale à Cherbourg,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,4.6,36
tt0000108,short,Rip Leaving Sleepy Hollow,Rip Leaving Sleepy Hollow,0,1896,\N,1,"Drama,Short",nm0005690,nm0410331,4.4,618
tt0000109,short,Rip Meeting the Dwarf,Rip Meeting the Dwarf,0,1896,\N,1,"Fantasy,Short",nm0005690,nm0410331,4.5,599
tt0000110,short,Rip Passing Over the Mountain,Rip Passing Over the Mountain,0,1896,\N,1,"Fantasy,Short",nm0005690,nm0410331,4.4,608
tt0000111,short,Rip's Toast,Rip's Toast,0,1896,\N,1,"Drama,Short",nm0005690,nm0410331,4.4,621
tt0000112,short,Rip's Toast to Hudson,Rip's Toast to Hudson,0,1896,\N,1,"Fantasy,Short",nm0005690,nm0410331,4.5,595
tt0000113,short,Rip's Twenty Years' Sleep,Rip's Twenty Years' Sleep,0,1896,\N,1,"Drama,Short",nm0005690,nm0410331,4.4,622
tt0000114,short,French Regiment Going to the Parade,Le régiment,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,4.6,38
tt0000115,short,Réunion d'officiers,Réunion d'officiers,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,4.6,42
tt0000116,short,Sac au dos,Sac au dos,0,1896,\N,\N,Short,nm0617588,\N,4.5,35
tt0000117,short,Saída do Pessoal Operário da Fábrica Confiança,Saída do Pessoal Operário da Fábrica Confiança,0,1896,\N,1,"Documentary,Short",nm0234288,\N,5.0,200
tt0000118,short,Salut malencontreux d'un déserteur,Salut malencontreux d'un déserteur,0,1896,\N,\N,Short,nm0617588,\N,4.6,56
tt0000119,short,"Rescue on the River, Pt. 2","Sauvetage en rivière, 1er",0,1896,\N,\N,"Documentary,Short",nm0617588,\N,4.9,83
tt0000120,short,"Rescue on the River, Pt. 1","Sauvetage en rivière, 2e",0,1896,\N,\N,"Documentary,Short",nm0617588,\N,4.7,74
tt0000121,short,The Soldier's Courtship,The Soldier's Courtship,0,1896,\N,1,"Comedy,Short",nm0609678,\N,4.4,134
tt0000122,short,Closing Hours at Vibert's Perfume Factory,Sortie des ateliers Vibert,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,4.7,39
tt0000123,short,Conjuring,Séance de prestidigitation,0,1896,\N,1,Short,nm0617588,\N,5.3,233
tt0000124,short,Tempête sur la jetée du treport,Tempête sur la jetée du treport,0,1896,\N,\N,"Documentary,Short",nm0617588,\N,4.9,38
tt0000125,short,The Terrible Railway Accident,The Terrible Railway Accident,0,1896,\N,\N,Short,\N,\N,3.9,22
tt0000126,short,Tom Old Boot,Tom Old Boot,0,1896,\N,\N,Short,nm0617588,\N,5.3,39
tt0000127,short,Les tribulations d'un concierge,Les tribulations d'un concierge,0,1896,\N,\N,"Comedy,Short",nm0617588,\N,4.2,35
tt0000128,short,Academy for Young Ladies,Un lycée de jeunes filles,0,1896,\N,\N,Short,nm0617588,\N,5.2,47
tt0000129,short,Un petit diable,Un petit diable,0,1896,\N,\N,Short,nm0617588,\N,6.0,61
tt0000130,short,Une altercation au café,Une altercation au café,0,1896,\N,\N,Short,nm0617588,\N,4.5,36
tt0000131,short,A Terrible Night,Une nuit terrible,0,1896,\N,1,"Comedy,Horror,Short",nm0617588,\N,5.7,1704
tt0000132,short,Card Party,Une partie de cartes,0,1896,\N,1,"Biography,Short",nm0617588,nm0617588,5.1,1257
tt0000133,short,La voiture du potier,La voiture du potier,0,1896,\N,\N,Short,nm0617588,\N,5.9,43
tt0000134,short,The Wandering Negro Minstrels,The Wandering Negro Minstrels,0,1896,\N,\N,"Music,Short",\N,\N,3.9,29
tt0000135,short,A Watermelon Feast,A Watermelon Feast,0,1896,\N,\N,"Documentary,Short",nm0005690,\N,5.8,98
tt0000137,short,Au réfectoire,Au réfectoire,0,1897,\N,\N,"Comedy,Short",nm0349785,\N,4.7,51
tt0000138,short,The Bewitched Inn,L'Auberge ensorcelée,0,1897,\N,2,"Comedy,Short",nm0617588,nm0617588,6.4,1350
tt0000139,short,L'aveugle,L'aveugle,0,1897,\N,\N,"Drama,Short",nm0349785,\N,4.7,34
tt0000140,short,Baignade dans le torrent,Baignade dans le torrent,0,1897,\N,1,"Documentary,Short",nm0349785,\N,4.9,362
tt0000141,short,Ballet libella,Ballet libella,0,1897,\N,2,"Documentary,Short",nm0349785,\N,5.1,160
tt0000142,short,Buffalo Bill and Escort,Buffalo Bill and Escort,0,1897,\N,\N,"News,Short",nm0924920,\N,3.9,38
tt0000143,short,Les cambrioleurs,Les cambrioleurs,0,1897,\N,1,"Comedy,Short",nm0349785,\N,5.0,312
tt0000144,short,Chez le magnétiseur,Chez le magnétiseur,0,1897,\N,1,"Comedy,Short",nm0349785,\N,5.2,398
tt0000145,short,En classe,En classe,0,1897,\N,\N,"Comedy,Short",nm0349785,\N,3.0,20
tt0000146,short,Le cocher de fiacre endormi,Le cocher de fiacre endormi,0,1897,\N,\N,"Comedy,Short",nm0349785,\N,4.5,33
tt0000147,movie,The Corbett-Fitzsimmons Fight,The Corbett-Fitzsimmons Fight,0,1897,\N,100,"Documentary,News,Sport",nm0714557,\N,5.3,584
tt0000148,short,Le Coucher d'Yvette,Le Coucher d'Yvette,0,1897,\N,\N,Short,nm0349785,\N,2.9,22
tt0000149,short,Behind the Scenes,Dans les coulisses,0,1897,\N,\N,"Comedy,Short",nm0617588,\N,4.0,29
tt0000150,short,Danse fleur de lotus,Danse fleur de lotus,0,1897,\N,1,"Documentary,Short",nm0349785,\N,5.4,216
tt0000151,short,Faust et Marguerite,Faust et Marguerite,0,1897,\N,\N,Short,nm0617588,\N,4.5,84
tt0000152,short,The Hallucinated Alchemist,L'hallucination de l'alchimiste,0,1897,\N,2,"Fantasy,Horror,Short",nm0617588,\N,6.2,335
tt0000153,short,The Haunted Castle,The Haunted Castle,0,1897,\N,1,"Horror,Short",nm0808310,\N,5.7,580
tt0000154,short,Henley Regatta,Henley Regatta,0,1897,\N,\N,"News,Short,Sport",nm0010291,\N,3.4,24
tt0000155,short,The Hypnotist at Work,Le magnétiseur,0,1897,\N,\N,Short,nm0617588,\N,4.6,36
tt0000156,short,A Badly Managed Hotel,L'hôtel empoisonné,0,1896,\N,\N,"Comedy,Short",nm0617588,\N,3.5,31
tt0000157,short,Idylle,Idylle,0,1897,\N,\N,Short,nm0349785,\N,3.3,22
tt0000158,short,Idylle interrompue,Idylle interrompue,0,1897,\N,\N,"Comedy,Short",nm0349785,\N,2.8,22
tt0000159,short,The Devil's Laboratory,Le cabinet de Méphistophélès,0,1897,\N,1,"Horror,Short",nm0617588,\N,5.1,177
tt0000160,short,The Last Days of Pompeii,The Last Days of Pompeii,0,1900,\N,\N,"Drama,Short",nm0095816,\N,4.4,33
tt0000161,short,Leçon de danse,Leçon de danse,0,1897,\N,\N,"Comedy,Short",nm0349785,\N,3.1,20
tt0000162,short,Niagara Falls,Les chutes,0,1897,\N,1,"Documentary,Short",nm0698645,\N,5.4,524
tt0000163,short,Le planton du colonel,Le planton du colonel,0,1897,\N,\N,"Comedy,Short",nm0349785,\N,3.9,20
tt0000164,short,Le pêcheur dans le torrent,Le pêcheur dans le torrent,0,1897,\N,1,"Comedy,Short",nm0349785,\N,5.0,358
tt0000165,short,Riña en un café,Riña en un café,0,1899,\N,1,Short,nm0005717,nm0005717,4.7,160
tt0000166,short,Salida de los trabajadores de la fábrica España Industrial,Salida de los trabajadores de la fábrica España Industrial,0,1897,\N,1,"Documentary,Short",nm0005717,\N,3.2,25
tt0000167,short,Salida de misa de doce del Pilar de Zaragoza,Salida de misa de doce del Pilar de Zaragoza,0,1899,\N,\N,"Documentary,Short",nm0422809,\N,4.1,182
tt0000168,short,Salida del público de la iglesia parroquial de Santa María de Sans,Salida del público de la iglesia parroquial de Santa María de Sans,0,1897,\N,1,"Documentary,Short",nm0005717,\N,2.8,23
tt0000169,short,Slagsmål i gamla Stockholm,Slagsmål i gamla Stockholm,0,1897,\N,1,Short,nm0698645,\N,4.0,71
tt0000170,short,The Twins' Tea Party,The Twins' Tea Party,0,1896,\N,1,"Comedy,Short",nm0666972,\N,5.2,310
tt0000171,short,Une nuit agitée,Une nuit agitée,0,1897,\N,1,"Comedy,Short",nm0349785,\N,3.8,30
tt0000172,short,The X-Ray Fiend,The X-Ray Fiend,0,1897,\N,1,"Comedy,Horror,Short",nm0808310,\N,6.1,1184
tt0000173,short,Battle of Santiago Bay,Battle of Santiago Bay,0,1900,\N,\N,"Short,War",nm0085865,\N,3.8,52
tt0000174,short,Výstavní párkar a lepic plakátù,Výstavní párkar a lepic plakátù,0,1898,\N,1,"Comedy,Short",nm0471818,nm0841389,4.5,160
tt0000175,short,A Sea Cave Near Lisbon,A Sea Cave Near Lisbon,0,1896,\N,1,"Documentary,Short",nm0795060,\N,4.9,271
tt0000176,short,Brittania,Brittania,0,1898,\N,\N,Short,\N,\N,4.0,19
tt0000177,short,The Burglar on the Roof,The Burglar on the Roof,0,1898,\N,1,"Crime,Short",nm0085865,\N,4.6,269
tt0000178,short,The Cavalier's Dream,The Cavalier's Dream,0,1898,\N,1,"Fantasy,Horror,Short",nm0692105,\N,5.3,301
tt0000179,short,The Cave of the Demons,The Cave of the Demons,0,1898,\N,\N,"Horror,Short",nm0617588,\N,4.5,55
tt0000180,short,Le chemin de croix,Le chemin de croix,0,1898,\N,\N,Short,nm0349785,\N,3.8,15
tt0000181,short,Cinderella,Cinderella,0,1898,\N,\N,"Fantasy,Short",nm0808310,nm0674518,6.3,75
tt0000182,short,"Come Along, Do!","Come Along, Do!",0,1898,\N,1,"Comedy,Short",nm0666972,\N,4.8,626
tt0000183,short,The Corsican Brothers,The Corsican Brothers,0,1898,\N,\N,"Drama,Short",nm0808310,nm0241416,5.2,43
tt0000184,short,Cripple Creek Bar-Room Scene,Cripple Creek Bar-Room Scene,0,1899,\N,1,"Short,Western",nm0924920,\N,4.9,364
tt0000185,short,La crèche à Bethléem,La crèche à Bethléem,0,1898,\N,\N,Short,nm0349785,\N,3.6,15
tt0000186,short,Le cuirassé Maine,Le cuirassé Maine,0,1898,\N,\N,"Short,War",nm0617588,\N,4.4,30
tt0000187,short,La cène,La cène,0,1898,\N,1,Short,nm0349785,\N,4.8,71
tt0000188,short,The Deserter,The Deserter,0,1898,\N,\N,"Drama,Short",nm0666972,\N,3.2,17
tt0000189,short,Dorotea,Dorotea,0,1898,\N,\N,Short,nm0005717,nm0005717,5.4,15
tt0000190,short,Dostavenícko ve mlýnici,Dostavenícko ve mlýnici,0,1898,\N,1,"Comedy,Short",nm0471818,nm0841389,4.7,177
tt0000191,short,Déménagement à la cloche de bois,Déménagement à la cloche de bois,0,1898,\N,\N,Short,nm0349785,\N,4.0,15
tt0000192,short,"Ella Lola, a la Trilby","Ella Lola, a la Trilby",0,1898,\N,\N,Short,nm0924920,nm0238900,4.5,210
tt0000194,short,Express Train on a Railway Cutting,Express Train on a Railway Cutting,0,1898,\N,\N,"Documentary,Short",nm0378408,\N,5.3,90
tt0000195,short,Les farces de Jocko,Les farces de Jocko,0,1898,\N,\N,"Comedy,Short",nm0349785,\N,4.7,15
tt0000196,short,Faust and Mephistopheles,Faust and Mephistopheles,0,1898,\N,\N,"Fantasy,Short",nm0808310,nm0324473,4.3,42
tt0000197,short,La flagellation,La flagellation,0,1898,\N,1,Short,nm0349785,\N,3.8,27
tt0000198,short,La fuite en Égypte,La fuite en Égypte,0,1898,\N,1,Short,nm0349785,\N,4.0,26
tt0000199,short,Glasgow Fire Engine,Glasgow Fire Engine,0,1898,\N,\N,Short,\N,\N,3.5,19
tt0000200,short,Gran corrida de toros,Gran corrida de toros,0,1898,\N,\N,"Documentary,Short,Sport",\N,\N,3.1,20
tt0000201,short,Indian War Council,Indian War Council,0,1894,\N,\N,"News,Short",nm0005690,\N,4.4,37
tt0000202,short,Le jardin des oliviers,Le jardin des oliviers,0,1898,\N,\N,Short,nm0349785,\N,4.7,15
tt0000203,short,Je vous y prrrrends!,Je vous y prrrrends!,0,1898,\N,\N,Short,nm0349785,\N,4.8,15
tt0000204,short,Jésus devant Pilate,Jésus devant Pilate,0,1898,\N,\N,Short,nm0349785,\N,4.2,21
tt0000205,short,Leçons de boxe,Leçons de boxe,0,1898,\N,1,"Comedy,Short,Sport",nm0349785,\N,4.6,39
tt0000206,short,"Llegada de un tren a la estación de ferrocarril del Norte, de Barcelona","Llegada de un tren a la estación de ferrocarril del Norte, de Barcelona",0,1898,\N,\N,"Documentary,Short",nm0005717,\N,4.6,20
tt0000207,short,London Express,London Express,0,1898,\N,\N,"Documentary,Short",\N,\N,4.4,19
tt0000208,short,The Miller and Chimney Sweep,The Miller and the Sweep,0,1897,\N,1,"Comedy,Short",nm0808310,\N,5.6,644
tt0000209,short,Photographing a Ghost,Photographing a Ghost,0,1898,\N,\N,"Fantasy,Horror,Short",nm0808310,\N,4.5,42
tt0000210,short,A Novice at X-rays,Les rayons Röntgen,0,1903,\N,1,Short,nm0617588,\N,5.0,44
tt0000211,short,"The Astronomer's Dream; or, The Man in the Moon",La lune à un mètre,0,1898,\N,3,"Comedy,Fantasy,Horror",nm0617588,nm0617588,7.4,5265
tt0000212,short,Saida do Paquete Duque de Braganca,Saida do Paquete Duque de Braganca,0,1898,\N,\N,Short,nm0795060,\N,3.7,14
tt0000213,short,Scène d'escamotage,Scène d'escamotage,0,1898,\N,1,Short,nm0349785,\N,4.7,300
tt0000214,short,Tearing Down the Spanish Flag,Tearing Down the Spanish Flag,0,1898,\N,\N,"Short,War",nm0085865,\N,4.0,130
tt0000215,short,Smích a plác,Smích a plác,0,1898,\N,\N,"Documentary,Short",nm0471818,nm0841389,3.9,155
tt0000216,short,Visita de Doña María Cristina y Alfonso XIII a Barcelona,Visita de Doña María Cristina y Alfonso XIII a Barcelona,0,1898,\N,\N,"News,Short",nm0005717,\N,5.1,14
tt0000217,short,Waves and Spray,Waves and Spray,0,1898,\N,\N,Short,nm0808310,\N,3.8,16
