nconst	tconst
nm10930329	tt9351980
nm1192692	tt1632547
nm0257143	tt0038762
nm0257143	tt0042788
nm0392000	tt0119488
nm0392000	tt0111143
nm0392000	tt0332452
nm0392000	tt0409182
nm0769960	tt0097778
nm0725444	tt9362930
nm0725444	tt2231461
nm0725444	tt13357520
nm0725444	tt0376994
nm0911320	tt0120917
nm0911320	tt0389790
nm0911320	tt0425061
nm0911320	tt0120912
nm9736665	tt0805647
nm9736665	tt11057644
nm0729304	tt2096673
nm0729304	tt1049413
nm0729304	tt1979376
nm0729304	tt2948372
nm7400233	tt2870648
nm7888995	tt13309170
nm1015409	tt1286537
nm0651916	tt0085933
nm0651916	tt0089603
nm4470391	tt15354916
nm4470391	tt6277462
nm4470391	tt13131232
nm4470391	tt13751694
nm0293285	tt0825232
nm0293285	tt0114369
nm0293285	tt0164212
nm4848867	tt9731682
nm0114616	tt0095270
nm0114616	tt0174856
nm0114616	tt0765120
nm0114616	tt1244668
nm0001548	tt0098067
nm0001548	tt0091419
nm0001548	tt0094012
nm0001548	tt0087332
nm0107887	tt0319262
nm0107887	tt1588173
nm0107887	tt5834426
nm0107887	tt0414993
nm0451170	tt1620719
nm0451170	tt2112131
nm2075944	tt10706602
nm4776690	tt9110170
nm1653263	tt0460740
nm1653263	tt0346491
nm1653263	tt0478304
nm1468383	tt0416320
nm0846532	tt0095889
nm7796874	tt13751694
nm7796874	tt3735246
nm3642592	tt13491110
nm3642592	tt10888594
nm3276576	tt0838232
nm3276576	tt3450900
nm1474634	tt8114980
nm5967378	tt6473066
nm0815523	tt1242422
nm1651908	tt0485947
nm1651908	tt4714782
nm1651908	tt0462335
nm1651908	tt2278871
nm0392668	tt6402468
nm1163083	tt4468740
nm1163083	tt0388139
nm0795628	tt0088170
nm0795628	tt0111301
nm0795628	tt0065134
nm1740138	tt1349451
nm0852172	tt0409847
nm0852172	tt0119925
nm0852172	tt2106361
nm0852172	tt0272020
nm0203475	tt2167266
nm1030498	tt0104561
nm1030498	tt0284137
nm1030498	tt15441054
nm0239816	tt1259014
nm0239816	tt0411272
nm0008441	tt0034862
nm0008441	tt0028333
nm0008441	tt0027125
nm0438271	tt0285175
nm0240948	tt5112584
nm0240948	tt4971344
nm0240948	tt3464902
nm0496881	tt0097216
nm0496881	tt0102175
nm0496881	tt0091939
nm0441399	tt0055630
nm0441399	tt0057565
nm0441399	tt0089881
nm1701152	tt0424227
nm0754878	tt0048021
nm0055727	tt0412536
nm6199386	tt4645368
nm6199386	tt27714581
nm6199386	tt10370710
nm7515939	tt22740896
nm7515939	tt10515988
nm0232442	tt3704428
nm0232442	tt14371878
nm0232442	tt1465487
nm1989546	tt23468450
nm1989546	tt27714946
nm0002073	tt0800080
nm0002073	tt0286716
nm0088536	tt1320244
nm0088536	tt0206634
nm0088536	tt0266987
nm0088536	tt0118571
nm1000502	tt2381941
nm1000502	tt0473705
nm1000502	tt1045772
nm5333857	tt12610390
nm5333857	tt7671064
nm0611537	tt0073707
nm5131534	tt7430722
nm5131534	tt1155076
nm5131534	tt0365847
nm0552070	tt0162222
nm0552070	tt0118884
nm0715916	tt0092695
nm0715916	tt0084827
nm0715916	tt0117705
nm0628421	tt10612922
nm0628421	tt0101410
nm0174870	tt0097937
nm0174870	tt0085478
nm0037397	tt3799232
nm0018273	tt0020629
nm0156313	tt0091886
nm0917188	tt0268380
nm0917188	tt0848537
nm0917188	tt1667889
nm0917188	tt0358082
nm0301515	tt0111507
nm5122260	tt10370710
nm0365755	tt0409459
nm0365755	tt0245674
nm0365755	tt0477347
nm0365755	tt0165929
nm0796986	tt0095444
nm0274830	tt0076578
nm0953391	tt0097493
nm0953391	tt0112792
nm0953391	tt0107302
nm1298955	tt4443658
nm10430147	tt15302222
nm17778096	tt4772188
nm0814586	tt0322330
nm0814586	tt5109280
nm0814586	tt0405325
nm0735420	tt0424774
nm0735420	tt0227538
nm0735420	tt2002718
nm0735420	tt0133751
nm1767483	tt2377322
nm0567009	tt18073328
nm17726789	tt3742284
nm3123004	tt3321300
nm0741378	tt0086320
nm0060288	tt0055032
nm0060288	tt0401711
nm0060288	tt0059592
nm0060288	tt1650048
nm4605313	tt1447508
nm0078653	tt0263488
nm1901307	tt0473444
nm0307074	tt0120770
nm2951803	tt11032374
nm2951803	tt32820897
nm2951803	tt0923811
nm0878784	tt0080120
nm3120718	tt1183252
nm0205542	tt0275022
nm0205542	tt0120693
nm0205542	tt0112508
nm3959653	tt1620935
nm4170348	tt1430615
nm3035937	tt3848892
nm3035937	tt1729637
nm3035937	tt4430212
nm3035937	tt1327035
nm6855695	tt7322224
nm6855695	tt29344903
nm2212602	tt0427954
nm2212602	tt0785035
nm0490708	tt0091251
nm7653951	tt4908644
nm5605482	tt0473444
nm0508105	tt0057115
nm1425747	tt2059255
nm2363990	tt8649186
nm0586005	tt0411477
nm0586005	tt0167190
nm0586005	tt2274648
nm1322499	tt4016934
nm1322499	tt0353969
nm1322499	tt0762073
nm1257707	tt8637428
nm0442079	tt1127715
nm0442079	tt2388637
nm0442079	tt1365050
nm0442079	tt0245574
nm0002113	tt0033870
nm0002113	tt0034583
nm0132790	tt0058333
nm2124027	tt0499556
nm1102709	tt0842929
nm1102709	tt0401711
nm3401043	tt1995390
nm0388180	tt2467046
nm0388180	tt0270288
nm0388180	tt0105236
nm0388180	tt7390646
nm0694293	tt0064505
nm0191520	tt1399103
nm0191520	tt2109248
nm0191520	tt3371366
nm0191520	tt0093773
nm0766403	tt0092796
nm0766403	tt0315327
nm2199085	tt32642706
nm2199085	tt3291150
nm0577568	tt1135487
nm0577568	tt0304711
nm0577568	tt2343793
nm0577568	tt0346336
nm0281220	tt0329717
nm0281220	tt0112579
nm0281220	tt0117918
nm0281220	tt0490084
nm0044165	tt0117774
nm0044165	tt0118055
nm3068876	tt1073105
nm0423134	tt0169547
nm0423134	tt1013753
nm0423134	tt0319061
nm0430971	tt0046268
nm0565250	tt2404463
nm0565250	tt3079380
nm0565250	tt2103254
nm0565250	tt1478338
nm1312919	tt2614684
nm1312919	tt4537896
nm0003005	tt5275892
nm0003005	tt11893274
nm3227338	tt0128332
nm1646552	tt0347473
nm0596785	tt1392170
nm0596785	tt9783600
nm0596785	tt2649554
nm0596785	tt1190080
nm0142639	tt0048281
nm0055848	tt0073440
nm3253943	tt10172266
nm3253943	tt9784456
nm0578176	tt0080360
nm0578176	tt0181316
nm0578176	tt0067800
nm0578176	tt0087277
nm0717592	tt0059719
nm0722636	tt0167260
nm0722636	tt0167261
nm0722636	tt0120737
nm0722636	tt0082971
nm0032640	tt0082085
nm0032640	tt0078718
nm0763842	tt0062994
nm0763842	tt0089155
nm0763842	tt0091949
nm1033035	tt0323013
nm1033035	tt0292490
nm0054036	tt0058331
nm0054036	tt0042332
nm3077071	tt8385474
nm3077071	tt5541240
nm0718626	tt0057546
nm0629676	tt0094964
nm7543075	tt10276470
nm1024868	tt0266915
nm1024868	tt0376994
nm2591865	tt24509990
nm1136970	tt1014762
nm0932734	tt0083944
nm0932734	tt0111438
nm0932734	tt0094025
nm0461136	tt0325980
nm0461136	tt0414387
nm0461136	tt0783233
nm0461136	tt2084970
nm1075947	tt8737152
nm3904580	tt5834426
nm3904580	tt23778968
nm5874589	tt2515086
nm0406839	tt0199683
nm0034309	tt1022603
nm0034309	tt0333766
nm0034309	tt0247745
nm0034309	tt0267891
nm11750470	tt10515988
nm0487779	tt0064040
nm0487779	tt0070544
nm16511774	tt29808429
nm1053019	tt0255589
nm5001722	tt2358913
nm5001722	tt2358911
nm5001722	tt2210479
nm2796540	tt0414055
nm0890232	tt0151738
nm0890232	tt0479528
nm0890232	tt1657507
nm0006029	tt0109592
nm1334869	tt2400463
nm1334869	tt6499752
nm1334869	tt1314655
nm1334869	tt2250912
nm0946160	tt0086022
nm13739729	tt7322224
nm0302540	tt0020629
nm17203602	tt32298285
nm5249562	tt9537292
nm5249562	tt11301946
nm0213034	tt0101917
nm7390412	tt3262342
nm0239356	tt0068154
nm1854437	tt0470883
nm0854815	tt10187208
nm0854815	tt4154664
nm3386634	tt5316540
nm7554519	tt4080728
nm7554519	tt7405458
nm4246039	tt3283714
nm0162072	tt0065889
nm0424900	tt0370263
nm0424900	tt0120804
nm0424900	tt0432021
nm12670642	tt12536294
nm0000945	tt0083908
nm0000945	tt0060176
nm0000945	tt0077413
nm12749496	tt10919240
nm6255523	tt6432466
nm0572865	tt0088011
nm0572865	tt0091983
nm6269393	tt16304446
nm1491771	tt11057302
nm1259871	tt2381111
nm1259871	tt1078188
nm1259871	tt0332658
nm1259871	tt27131358
nm0709056	tt4633694
nm0709056	tt1446192
nm0709056	tt0181689
nm0709056	tt0298814
nm0579453	tt1951181
nm0579453	tt1103275
nm0579453	tt0315824
nm0122614	tt0171433
nm0122614	tt0117038
nm0122614	tt0120797
nm7811397	tt32246771
nm7811397	tt8790086
nm7811397	tt8266310
nm7811397	tt5028340
nm0031318	tt0092603
nm4158205	tt3504048
nm4158205	tt3705412
nm0056283	tt0343818
nm0056283	tt0120738
nm0056283	tt0119116
nm0056283	tt0110413
nm9068738	tt27813235
nm4000389	tt2309260
nm3419321	tt1424432
nm0197350	tt0120184
nm0197350	tt0219965
nm0197350	tt0483726
nm0197350	tt0095953
nm1319676	tt0450278
nm1319676	tt0498353
nm1319676	tt0300471
nm0098414	tt1976009
nm0705511	tt0088763
nm0705511	tt0082971
nm0705511	tt0083866
nm0705511	tt0096874
nm0794818	tt27989067
nm0794818	tt0265343
nm9723865	tt10869778
nm1827220	tt1120985
nm1827220	tt1024715
nm0523832	tt0085970
nm0523832	tt0252503
nm0523832	tt0076009
nm0000494	tt0097165
nm0000494	tt0106226
nm0000494	tt0107616
nm0120816	tt3411444
nm0120816	tt0443295
nm1310368	tt1265990
nm1310368	tt1022603
nm1310368	tt1564367
nm1310368	tt1327773
nm0226743	tt0088993
nm0226743	tt0100258
nm0226743	tt0110737
nm0683467	tt0446029
nm0683467	tt1456635
nm0683467	tt1605783
nm0683467	tt1013753
nm0670781	tt0206634
nm0670781	tt0338095
nm0217937	tt0105793
nm0217937	tt0104187
nm0217937	tt0295427
nm3329873	tt9214772
nm3329873	tt1647668
nm1443740	tt1839492
nm1443740	tt5462602
nm1443740	tt6412452
nm1443740	tt2101569
nm0207891	tt14400246
nm2925026	tt5628302
nm1278079	tt2101569
nm1278079	tt3704538
nm1278079	tt2094064
nm0622544	tt0082010
nm0622544	tt0165710
nm0446805	tt0117913
nm0446805	tt0108551
nm0247579	tt0087928
nm0247579	tt0395584
nm0937714	tt10514222
nm0937714	tt0181536
nm0937714	tt2109248
nm0937714	tt1212450
nm0167340	tt0138097
nm0167340	tt0195234
nm0108226	tt0067741
nm5444897	tt7378922
nm2523928	tt0469263
nm0020041	tt0033467
nm0020041	tt0046876
nm1223294	tt2168910
nm1223294	tt8907986
nm0432625	tt0097165
nm0432625	tt0120188
nm0432625	tt0278504
nm0511841	tt0203166
nm4447273	tt3296658
nm1126845	tt0355295
nm1126845	tt0954947
nm1126845	tt0276751
nm1126845	tt0829459
nm5893199	tt11897478
nm5893199	tt6499752
nm5893199	tt5144174
nm5893199	tt3335606
nm0355629	tt0159097
nm0355629	tt0318761
nm0160941	tt0119080
nm0160941	tt0109506
nm0160941	tt0914863
nm0911768	tt0166396
nm0911768	tt0402894
nm0911768	tt0084865
nm0422638	tt3748528
nm0422638	tt1533117
nm4623597	tt17526714
nm0837449	tt1244754
nm0837449	tt0338427
nm0837449	tt0477071
nm3217334	tt1379182
nm0278920	tt0061107
nm0499323	tt0145653
nm12504522	tt11138512
nm12504522	tt5040012
nm0005029	tt0454082
nm0005029	tt2463288
nm0005029	tt0116253
nm0453198	tt0033717
nm0453198	tt0031867
nm0055717	tt0276751
nm0055717	tt21261712
nm0055717	tt2194499
nm0055717	tt0416320
nm0457753	tt0462499
nm0457753	tt0785035
nm3539159	tt6304162
nm3539159	tt8079248
nm4350218	tt21867434
nm8023748	tt6878306
nm8023748	tt8535968
nm0067166	tt0875113
nm3394490	tt1619029
nm3394490	tt6367558
nm1650330	tt0416212
nm0921222	tt0356470
nm2873163	tt5563334
nm2873163	tt4136084
nm1545234	tt1240982
nm1545234	tt2382396
nm1545234	tt1366344
nm2585918	tt0964516
nm3498991	tt5143226
nm2286343	tt8368368
nm2286343	tt27534307
nm2286343	tt18550140
nm2286343	tt14253846
nm1614974	tt0410369
nm0032892	tt0206013
nm0542642	tt1389127
nm0542642	tt0113277
nm2044345	tt6610158
nm3231933	tt27902121
nm0627469	tt21279806
nm2089529	tt1583420
nm0792049	tt0119177
nm0792049	tt1853728
nm0792049	tt0195685
nm0792049	tt0259711
nm1451951	tt0381061
nm1451951	tt0471041
nm0346730	tt1243957
nm0443671	tt0418455
nm0892455	tt0381707
nm0892455	tt0181865
nm0892455	tt0087995
nm2983332	tt4693358
nm0002004	tt0452637
nm0002004	tt0120787
nm0002004	tt1951266
nm0002004	tt1951265
nm0829916	tt5301662
nm0829916	tt2199571
nm0829916	tt1111422
nm0909144	tt0427152
nm0909144	tt0425413
nm0909144	tt0486655
nm1248798	tt9777644
nm1248798	tt0306685
nm1248798	tt0427954
nm1248798	tt0379786
nm0634101	tt0097958
nm0634101	tt0104427
nm0282027	tt0216651
nm0282027	tt0173840
nm0282027	tt0119698
nm0282027	tt0092067
nm0205157	tt0465602
nm0205157	tt0214388
nm0205157	tt0103060
nm1646563	tt0353969
nm6328030	tt9052870
nm6328030	tt5074352
nm6328030	tt10350626
nm6328030	tt19755170
nm11593436	tt10295212
nm11593436	tt2317337
nm0715296	tt0104797
nm0797017	tt0097637
nm0384324	tt0120647
nm0384324	tt0329774
nm0384324	tt0120611
nm0384324	tt0132347
nm0931410	tt0421082
nm0931410	tt0189998
nm1050117	tt14403504
nm2351360	tt0445620
nm0238776	tt0964587
nm0238776	tt0241025
nm0570297	tt0019421
nm2878390	tt1532503
nm2878390	tt1606378
nm0054007	tt0095467
nm0959923	tt0053459
nm0959923	tt0042619
nm4991143	tt4382552
nm7543165	tt3674140
nm1702072	tt4686844
nm1702072	tt0206634
nm1702072	tt1709143
nm1702072	tt0758774
nm0005850	tt0078754
nm0005850	tt0096764
nm0005850	tt0057091
nm0005850	tt0071129
nm6965883	tt1020072
nm12337289	tt9614452
nm2297825	tt1758595
nm0695460	tt1297919
nm0695460	tt0113243
nm0695460	tt0107362
nm0695460	tt0106598
nm0649721	tt0099763
nm0369784	tt1133985
nm0369784	tt0368794
nm0369784	tt0369339
nm0369784	tt0362225
nm0556085	tt1054606
nm0556085	tt2023587
nm0556085	tt2039338
nm0556085	tt0123755
nm0002118	tt0029843
nm0002118	tt0025316
nm0822975	tt0091578
nm0822975	tt0099703
nm0822975	tt0124315
nm0822975	tt1041829
nm3077594	tt9531772
nm3077594	tt4535650
nm3077594	tt2112124
nm3077594	tt11976134
nm5578436	tt2101441
nm0973177	tt22375054
nm0973177	tt15474916
nm0973177	tt9058654
nm0107261	tt2381111
nm0107261	tt0082348
nm5020816	tt24807110
nm5020816	tt3704538
nm1988840	tt0472198
nm8773928	tt13320622
nm8773928	tt7766378
nm7048469	tt7589524
nm0495095	tt0443489
nm0254413	tt0451279
nm0254413	tt0119282
nm0254413	tt1121096
nm0254413	tt0133240
nm0253020	tt0070735
nm0253020	tt0086837
nm0253020	tt0086873
nm1964647	tt0972883
nm11580876	tt7057496
nm0062592	tt0043456
nm4304883	tt27714946
nm0002011	tt0050083
nm0002011	tt0047296
nm0891114	tt0477095
nm0891114	tt1033643
nm0891114	tt1766094
nm0793592	tt0296042
nm0793592	tt0235198
nm0838624	tt3042408
nm0838624	tt3922798
nm6119252	tt4276820
nm0029315	tt1183919
nm1092332	tt0107692
nm1092332	tt2591814
nm1092332	tt0401233
nm1092332	tt0090248
nm0324122	tt0084827
nm0324122	tt0081534
nm0324122	tt0255798
nm0410461	tt0359950
nm0410461	tt0113627
nm0410461	tt0858479
nm1190889	tt2239822
nm1190889	tt12672536
nm1190889	tt2172934
nm1190889	tt14371878
nm1685408	tt5519340
nm1685408	tt1259528
nm0178870	tt0465234
nm0178870	tt3787590
nm1429178	tt12004038
nm0751942	tt0433035
nm0751942	tt1386588
nm0751942	tt0155975
nm0751942	tt0139699
nm0121805	tt0844479
nm0121805	tt0116996
nm0172439	tt4257926
nm0016646	tt0056801
nm0713469	tt0253474
nm0713469	tt0151568
nm0462407	tt0405094
nm0462407	tt1606378
nm0462407	tt5311542
nm0462407	tt3682448
nm0822061	tt0021814
nm0822061	tt0015881
nm0115834	tt0074084
nm0115834	tt0021814
nm0115834	tt0071935
nm7316148	tt4082068
nm0786734	tt0151137
nm0786734	tt0464913
nm4125416	tt5886046
nm4125416	tt1648190
nm4125416	tt13923084
nm17466155	tt13429870
nm0531688	tt0457572
nm0200473	tt0115685
nm0200473	tt0077288
nm0028149	tt1017451
nm0028149	tt1560747
nm13865723	tt21059520
nm4496604	tt31176520
nm4496604	tt11847410
nm1026883	tt1645080
nm0582797	tt0318034
nm0582797	tt0389557
nm1219289	tt0077523
nm1219289	tt0439815
nm1219289	tt0067328
nm1219289	tt2387499
nm7322145	tt3966404
nm0628542	tt0106246
nm0007958	tt0075314
nm0007958	tt0085794
nm0007958	tt0247196
nm0648565	tt0019702
nm0163748	tt0069704
nm0163748	tt0074851
nm0163748	tt0085255
nm0163748	tt0443706
nm0421255	tt0026752
nm9954947	tt7668842
nm0023003	tt0043278
nm0354016	tt0190332
nm1687151	tt0963178
nm1687151	tt0902955
nm6535432	tt7268738
nm6535432	tt25274786
nm6535432	tt32086077
nm0293977	tt4190530
nm0293977	tt0499448
nm0293977	tt13024674
nm0293977	tt1014763
nm0957922	tt0067093
nm0957922	tt1683526
nm0957922	tt0087755
nm0957922	tt0062824
nm0005904	tt0033467
nm0005904	tt0032145
nm0005904	tt0036868
nm0005904	tt0032551
nm0566699	tt0211443
nm0566699	tt0080761
nm1990986	tt12618926
nm0800701	tt0335121
nm0800701	tt0132245
nm0800701	tt0118747
nm0601385	tt0208988
nm0601385	tt0134847
nm0601385	tt0285531
nm3516416	tt2471640
nm0284319	tt0102768
nm0001500	tt0047296
nm0001500	tt0066206
nm0001500	tt0044081
nm0754990	tt0080569
nm0754990	tt0082307
nm0754990	tt0084777
nm14477786	tt15679400
nm1680347	tt1480656
nm1680347	tt6160448
nm0263885	tt0048605
nm0263885	tt0041090
nm0039673	tt0250468
nm0330200	tt0026138
nm14640958	tt28717622
nm0098943	tt0131369
nm0237349	tt0384369
nm2224890	tt4761112
nm2224890	tt0475276
nm2224890	tt9731386
nm2224890	tt1535109
nm0914159	tt0097138
nm0914159	tt0107254
nm0914159	tt0095925
nm0495229	tt0106770
nm0178833	tt1072748
nm0178833	tt0082694
nm0178833	tt2397535
nm0178833	tt0118929
nm1401531	tt0420294
nm1401531	tt0396269
nm1401531	tt1046163
nm0510849	tt0244316
nm0603758	tt0870090
nm0086992	tt26446278
nm0086992	tt0444182
nm0059218	tt0337909
nm0059218	tt0434124
nm3090650	tt22375054
nm0063482	tt1499658
nm0063482	tt0396269
nm0063482	tt1723121
nm0063482	tt0172493
nm0862538	tt0345551
nm1913553	tt27902121
nm1913553	tt24132732
nm0861151	tt0107290
nm0861151	tt0102057
nm0861151	tt0104257
nm0861151	tt0109444
nm1553654	tt0371606
nm0843767	tt0104009
nm0360535	tt0117318
nm0360535	tt0171433
nm0360535	tt0117438
nm0360535	tt0133952
nm8602140	tt1924245
nm0310329	tt3212232
nm1089540	tt0212712
nm8033213	tt3501112
nm0574097	tt5461944
nm0574097	tt1560747
nm0574097	tt0338337
nm0574097	tt0120903
nm0852965	tt0181875
nm0852965	tt0362270
nm0852965	tt0117631
nm0852965	tt1631867
nm0171402	tt1620680
nm0171402	tt1020072
nm0822525	tt2090465
nm1743772	tt0259711
nm1743772	tt0362270
nm1743772	tt1477834
nm1743772	tt1374992
nm0866056	tt2987732
nm0242659	tt0111477
nm5005560	tt9419834
nm0167061	tt0082416
nm0925137	tt0049406
nm1113859	tt0280491
nm0424986	tt0056217
nm0005433	tt0377818
nm0005433	tt0811138
nm0005433	tt0424993
nm0312483	tt0058003
nm0244884	tt0079221
nm1580811	tt0252488
nm1580811	tt0765833
nm1580811	tt0263975
nm0244019	tt0100263
nm0244019	tt0095250
nm0244019	tt0113247
nm0712391	tt0092695
nm0712391	tt0065421
nm0712391	tt0055254
nm0712391	tt0377981
nm1638941	tt2350496
nm1638941	tt5034266
nm7070977	tt2178470
nm7070977	tt2424988
nm7070977	tt15501640
nm7070977	tt1833673
nm2996954	tt1226837
nm1140926	tt1191111
nm1355441	tt12193804
nm1355441	tt2088003
nm13284022	tt1648216
nm13284022	tt1797504
nm1063535	tt0058279
nm0715586	tt0064757
nm0855132	tt0106677
nm0855132	tt8093700
nm0855132	tt0122718
nm0855132	tt2473602
nm0475905	tt0286751
nm0475905	tt0123948
nm0475905	tt0938341
nm0510032	tt0082509
nm0582490	tt0485510
nm7368179	tt1462764
nm7368179	tt0899043
nm7368179	tt4136084
nm5078699	tt5566790
nm1461380	tt0375920
nm0085316	tt0120157
nm0085316	tt0120685
nm0085316	tt0120780
nm0085316	tt0160184
nm0893359	tt0118956
nm0893359	tt0108171
nm0893359	tt1421051
nm0893359	tt0090142
nm1935086	tt3076658
nm1935086	tt3501632
nm1935086	tt2235108
nm1935086	tt8893974
nm0620206	tt0092048
nm0620206	tt0046438
nm0620206	tt0056444
nm0451152	tt1188996
nm0451152	tt0254481
nm0451152	tt15428134
nm1576353	tt0337741
nm0160287	tt0055471
nm0621034	tt1877832
nm0183750	tt1174954
nm0896165	tt0086393
nm0896165	tt0081573
nm0896165	tt0072281
nm0896165	tt0054953
nm0058369	tt0057076
nm0058369	tt0063385
nm0058369	tt0810988
nm11699173	tt5950044
nm11699173	tt9260636
nm11699173	tt15433956
nm11699173	tt3801314
nm1097364	tt1033575
nm1097364	tt1155056
nm1097364	tt1307068
nm1097364	tt1386588
nm8959453	tt24132732
nm1543097	tt0356470
nm1543097	tt0361620
nm0433581	tt0402057
nm0747132	tt0439662
nm0747132	tt0104561
nm1241640	tt4934950
nm1241640	tt11314148
nm0718637	tt0093191
nm0718637	tt0120632
nm2284532	tt7939766
nm2284532	tt5027774
nm2284532	tt1034415
nm2284532	tt3224458
nm11573374	tt23782584
nm0536048	tt0060955
nm0276062	tt14444726
nm0276062	tt0404203
nm0276062	tt0247425
nm0276062	tt0120663
nm1749719	tt1188996
nm1749719	tt0449994
nm1749719	tt1849718
nm1749719	tt0420332
nm0122079	tt0052357
nm0122079	tt0048728
nm0122079	tt0047396
nm0122079	tt0044079
nm4363130	tt9398640
nm0810220	tt9340860
nm0532239	tt0067372
nm0963236	tt0255798
nm0963236	tt0490086
nm0963236	tt0975645
nm0963236	tt0302640
nm1040577	tt1798709
nm1040577	tt8129806
nm0395259	tt1791682
nm0395259	tt10872600
nm0395259	tt0433035
nm0395259	tt0796366
nm0670526	tt0790686
nm0670526	tt0327162
nm0670526	tt0418689
nm0462288	tt14549466
nm0462288	tt26753003
nm0725913	tt0068931
nm0345466	tt0091080
nm0345466	tt0360009
nm0345466	tt0120202
nm0345466	tt0100685
nm0043560	tt0285462
nm2638779	tt1555149
nm1499462	tt1311067
nm1499462	tt0332280
nm3239034	tt1488589
nm0326809	tt0025878
nm0326809	tt0036868
nm1633357	tt1896747
nm2476558	tt30144839
nm2476558	tt3272066
nm2476558	tt12584954
nm2476558	tt5814060
nm12538120	tt11278476
nm1310137	tt0413015
nm1310137	tt0317198
nm0867177	tt0100150
nm0867177	tt0088161
nm0867177	tt1334512
nm0867177	tt0110074
nm0957905	tt0088414
nm3352441	tt0120794
nm3352441	tt1305591
nm5735660	tt3153634
nm1285178	tt1187064
nm1285178	tt1588398
nm1308423	tt6048930
nm3783245	tt1441940
nm1014721	tt1727776
nm1014721	tt24176060
nm1014721	tt4287320
nm0020464	tt0210065
nm1145876	tt0370032
nm1145876	tt0808339
nm0086553	tt0109830
nm0086553	tt0118884
nm0086553	tt6924650
nm1560199	tt0800039
nm1560199	tt2004420
nm1560199	tt0844471
nm1869756	tt5700672
nm1869756	tt2070649
nm0865918	tt1675434
nm0865918	tt8655470
nm0865918	tt5699154
nm0827003	tt0119535
nm0827003	tt17505010
nm0795637	tt2094766
nm0795637	tt1937149
nm0795637	tt1648216
nm0032216	tt8206668
nm0032216	tt0110413
nm1962998	tt0400497
nm0002131	tt0056218
nm0017579	tt0046912
nm17310908	tt32298285
nm2003229	tt6467266
nm5339108	tt11138512
nm5339108	tt2906216
nm5339108	tt15782690
nm2555029	tt1729637
nm2555029	tt0372183
nm2555029	tt1292703
nm2555029	tt0466460
nm1547580	tt0377091
nm0129643	tt0263438
nm0129643	tt0116231
nm0005371	tt5537002
nm0005371	tt0993846
nm0005371	tt1302006
nm0005371	tt0349710
nm12359410	tt0093407
nm0790630	tt0117631
nm0790630	tt2321549
nm0790630	tt0110763
nm5669718	tt2906216
nm1503460	tt0390384
nm0106785	tt0023969
nm0681055	tt0046534
nm0681055	tt0042332
nm0821145	tt3850590
nm0052028	tt1386703
nm0052028	tt1234721
nm0052028	tt0216216
nm0423527	tt0098253
nm2916225	tt1216491
nm2916225	tt1204975
nm2916225	tt31868189
nm0558598	tt4799066
nm2378914	tt6108090
nm2378914	tt10028196
nm2378914	tt0986264
nm0871525	tt0816556
nm0871525	tt0118929
nm0862298	tt1502407
nm0862298	tt0947798
nm0862298	tt1586265
nm0862298	tt0405676
nm0002369	tt0046912
nm0002369	tt0047437
nm0002369	tt0051201
nm0002369	tt0048728
nm0719096	tt8356942
nm0719096	tt1424310
nm0719096	tt2238032
nm0719096	tt6879446
nm0236339	tt0184858
nm0236339	tt0175142
nm0236339	tt0160399
nm0080891	tt0373926
nm0080891	tt0089941
nm0080891	tt0120533
nm0080891	tt0099700
nm0589334	tt0159097
nm0589334	tt0482527
nm0589334	tt0113481
nm0477772	tt0096933
nm0297785	tt0347246
nm0000016	tt0091763
nm0000016	tt0096320
nm0000016	tt0070460
nm0636092	tt0134618
nm0129749	tt0106977
nm0129749	tt0259288
nm0129749	tt0113957
nm0129749	tt0112857
nm2248924	tt12349832
nm0038378	tt2576852
nm0038378	tt0206013
nm0485917	tt0116905
nm0485917	tt0134619
nm3590920	tt3860916
nm0704850	tt0165623
nm1058565	tt5215952
nm1058565	tt0456912
nm1058565	tt2625030
nm0930326	tt0102592
nm0930326	tt0100168
nm0111777	tt0083972
nm0188240	tt0090329
nm0188240	tt0076759
nm0188240	tt0091225
nm0188240	tt0120461
nm2768059	tt0102293
nm0125013	tt6257174
nm0493037	tt0349205
nm0493037	tt0384642
nm0493037	tt0258470
nm0493037	tt0312528
nm1552960	tt1458169
nm1182255	tt0347473
nm0531381	tt0084827
nm0531381	tt6604188
nm0531381	tt1104001
nm3785649	tt0780653
nm1704427	tt3698408
nm1704427	tt0880502
nm0901739	tt7984734
nm0901739	tt0425601
nm0324041	tt0343818
nm0324041	tt1213641
nm0324041	tt1790864
nm0324041	tt0370263
nm0492908	tt0071807
nm0492908	tt0116367
nm0492908	tt0074860
nm0492908	tt0042208
nm0339452	tt0039689
nm0140017	tt0119695
nm0140017	tt0086216
nm0140017	tt0099141
nm2185413	tt2245084
nm5828411	tt6821012
nm1035682	tt0168786
nm1035682	tt0385726
nm1035682	tt0458339
nm1035682	tt0360009
nm1658753	tt7825208
nm1658753	tt14961016
nm0930964	tt0126029
nm0930964	tt0298148
nm0930964	tt0413267
nm8972944	tt5278506
nm3855352	tt14138650
nm3855352	tt1070874
nm3855352	tt10078772
nm0105881	tt0074806
nm0193826	tt0338096
nm13953398	tt12861850
nm0103646	tt0097474
nm0418853	tt6791350
nm0418853	tt2094018
nm0418853	tt1477834
nm0418853	tt6334354
nm1670183	tt0345061
